display,RID code,LP code
Lower leg vessel,LP263424-6,RID50342
Nerve root,LP263425-3,RID18593
Spine vertebra,LP263430-3,RID29154
Removal,LP263431-1,RID50349
Pericardiocentesis,LP263432-9,RID35814
Paracentesis,LP263433-7,RID35813
Infusion,LP263434-5,RID10406
Cryoablation,LP263435-2,RID1754
Radiofrequency ablation,LP263779-3,RID1849
Puncture,LP263781-9,RID46073
Myelography,LP263782-7,RID10380
Thoracentesis,LP263783-5,RID35815
Insertion,LP263784-3,RID43245
Ganglion cyst,LP263785-0,RID3949
Initial day,LP263786-8,RID49575
Additional day,LP263787-6,RID49784
Cholecystostomy,LP263788-4,RID1671
Cholangioscopy,LP263789-2,RID49739
Thrombolytic,LP263790-0,RID49734
Additional,LP263791-8,RID49787
Additional,LP263791-8,RID49792
Additional level,LP263792-6,RID36024
1 or 2,LP263793-4,RID49658
Final day,LP263795-9,RID49576
Ligation,LP263796-7,RID49747
Microwave ablation,LP263797-5,RID49749
Mechanical thrombectomy,LP263798-3,RID49748
Augmentation,LP263799-1,RID49776
Venous sampling,LP263800-7,RID49569
Transhepatic,LP263802-3,RID49579
Transurethral,LP263803-1,RID6425
GE 21,LP263804-9,RID50331
Secondary,LP263805-6,RID49785
Diagnostic,LP263806-4,RID39446
Therapeutic,LP263807-2,RID8
Transcatheter,LP263809-8,RID48091
Peritoneovenous shunt,LP263811-4,RID50334
Revision,LP263813-0,RID49760
Endograft,LP263815-5,RID5598
Gastrojejunostomy tube,LP263816-3,RID5564
Gastrostomy tube,LP263817-1,RID5562
Nephroureteral stent,LP263818-9,RID50333
Fiducial marker,LP263819-7,RID28789
Central venous catheter with port,LP263821-3,RID50242
Tunneled central venous catheter without port,LP263822-1,RID50340
Non-tunneled central venous catheter without port,LP263823-9,RID50339
Port,LP263824-7,RID50336
Endovascular device,LP263825-4,RID50358
Wire,LP263826-2,RID5453
Deep drainage,LP263827-0,RID50330
Stricture,LP263828-8,RID5022
Catheter portion only of central venous catheter with port,LP263830-4,RID50350
Jejunostomy tube,LP263831-2,RID50341
Ureterostomy,LP263832-0,RID1758
Platelet rich plasma,LP263833-8,RID50335
Central venous catheter lumen obstruction,LP263834-6,RID50343
Fluid,LP263835-3,RID1547
Arterial anastomosis,LP263836-1,RID35882
Swan-Ganz catheter,LP263837-9,RID5584
Tunneled catheter,LP263838-7,RID50337
Hemodynamic evaluation,LP263839-5,RID49657
Venography,LP263840-3,RID10379
Trigger point,LP263841-1,RID49607
Non-tunneled central venous catheter,LP264203-3,RID50338
Air gap,LP264223-1,RID50328
Grid,LP264224-9,RID10534
Intra multiple ducts,LP264229-8,RID45707
GE 3,LP264231-4,RID43405
1 level,LP264232-2,RID49781
Sympathectomy,LP264233-0,RID49755
Pelvis bones,LP264321-3,RID2527
Aortic valve,LP264576-2,RID1394
Deep inferior epigastric artery,LP264579-6,RID13091
CSF,LP264580-4,RID1544
Mesenteric vessels,LP264584-6,RID50363
Teeth.maxilla,LP264585-3,RID9279
Teeth.mandible,LP264586-1,RID9106
Hepatic vessels,LP264587-9,RID50362
Embolization,LP264920-2,RID10404
Ulnar deviation,LP266361-7,RID10447
Radial deviation,LP266362-5,RID10446
Scoliosis,LP266363-3,RID4756
Law,LP266364-1,RID43667
Stenver,LP266365-8,RID43681
Submentovertex,LP266366-6,RID45791
Obliques,LP266368-2,RID45795
Vertebral fracture,LP266369-0,RID49608
Measurement,LP266370-8,RID48094
during surgery,LP266371-6,RID39334
Transrectal,LP266372-4,RID39542
Sunrise 20 degrees,LP266384-9,RID50367
Sunrise 40 degrees,LP266385-6,RID50368
Sunrise 60 degrees,LP266386-4,RID50369
Merchants 60 degrees,LP266387-2,RID50372
Merchants 45 degrees,LP266388-0,RID50371
Merchants 30 degrees,LP266389-8,RID50370
Transcapular,LP266395-5,RID50373
Qualitative,LP266396-3,RID50374
Quantitative,LP266397-1,RID50375
Bone density,LP266430-0,RID50376
Liquid contrast,LP266554-7,RID11588
Paste contrast,LP266555-4,RID50394
Internal jugular vein,LP266556-2,RID1024
In-111 capromab pendetide,LP266625-5,RID11708
Uptake,LP266781-6,RID49568
Through ileal conduit,LP266782-4,RID49735
GE 1,LP266837-6,RID50536
GE 4,LP266838-4,RID43407
LT 4,LP266839-2,RID43557
CSF flow,LP266840-0,RID28809
Angioplasty,LP266841-8,RID11031
Arcelin,LP266842-6,RID43600
Axial,LP266843-4,RID10579
Bitewing,LP266844-2,RID50534
Dialysis catheter,LP266845-9,RID50530
Retrieval,LP266846-7,RID10408
Ski jump,LP266847-5,RID50098
Deep vein thrombosis,LP266848-3,RID34625
Equilibrium,LP266849-1,RID39065
Washout,LP266850-9,RID34333
Endocrine tumor,LP266851-7,RID4483
Brain death protocol,LP266852-5,RID34681
Carpal tunnel,LP266853-3,RID45783
Broden,LP266854-1,RID43605
Frontal,LP266855-8,RID10521
LE 4,LP266856-6,RID43558
Jones,LP266857-4,RID50535
Rolled,LP266858-2,RID50329
Runoff,LP266859-0,RID45802
Kidney function,LP266860-8,RID50550
Urinary pouch,LP266870-7,RID49643
Sentinel lymph node,LP266872-3,RID43247
Swallowing function,LP266894-7,RID49478
Pyloric stenosis,LP266899-6,RID46040
Lymphoma,LP266900-2,RID3840
Delayed,LP266901-0,RID39065
Chest tube,LP266902-8,RID5573
Mass,LP266903-6,RID3874
Motility,LP266905-1,RID39132
Post mortem,LP266906-9,RID50541
Contrast,LP266908-5,RID11582
Dental measurement,LP266909-3,RID50551
Differential,LP266910-1,RID50630
Glomerular filtration rate,LP266917-6,RID45776
Hemangioma,LP266918-4,RID3969
Infection,LP266919-2,RID3710
Initial,LP266920-0,RID49788
Large bore central venous catheter,LP266921-8,RID50532
Leg length,LP266922-6,RID28813
Endoleak,LP266955-6,RID4613
Survey,LP266956-4,RID28819
Patency,LP266957-2,RID11506
Chemoembolization,LP266958-0,RID1647
Radioembolization,LP266959-8,RID50522
Vascular sclerotherapy,LP266963-0,RID50523
Shunt detection,LP266965-5,RID45641
Gastric emptying,LP266966-3,RID50542
Gastric emptying liquid phase,LP266967-1,RID50543
Gastric emptying solid phase,LP266968-9,RID50544
3 views,LP266971-3,RID43406
Balloon dilatation,LP266972-1,RID11030
Comparison,LP266973-9,RID13169
Views 3 phase,LP266974-7,RID43560
Views 2 phase,LP266975-4,RID50539
Single area,LP266976-2,RID50540
Non-thrombolytic,LP267218-8,RID50531
Aneurysm,LP267219-6,RID3321
Central venous catheter pericatheter obstruction,LP267220-4,RID50332
Therapy,LP267221-2,RID8
Left ventricular function,LP267223-8,RID50547
Physiologic artery study,LP267224-6,RID50634
Blood flow velocity mapping,LP267225-3,RID50632
Dialysis,LP267352-5,RID50549
Treatment,LP267354-1,RID8
Thrombosis,LP267356-6,RID34624
Reduction,LP267357-4,RID49912
Tunneled central venous catheter,LP267466-3,RID50533
Pseudoaneurysm,LP267467-1,RID3331
Stab phlebectomy,LP267468-9,RID49771
Complete,LP267470-5,RID5689
Superficial,LP267472-1,RID5836
Biopsy.excisional,LP267474-7,RID50524
Fetal age,LP267475-4,RID43581
3 phase,LP267476-2,RID43560
Reflux,LP267477-0,RID5260
Thrombin,LP267657-7,RID50529
Clearance,LP267658-5,RID50633
Ventricular volume,LP267659-3,RID50631
Oblique crosstable,LP267660-1,RID50635
Shunt,LP267661-9,RID4969
Max abduction,LP267662-7,RID50628
Portable,LP267663-5,RID10383
Urodynamics,LP267664-3,RID50546
Oblique prone,LP267666-8,RID50629
Serial,LP267667-6,RID50636
Placement check,LP267668-4,RID49632
Conversion of gastrostomy tube to gastrojejunostomy tube,LP267669-2,RID49666
Ileum,LP267952-2,RID150
Pseudocyst,LP268039-7,RID3954
GE 3 levels,LP268040-5,RID50538
2 levels,LP268044-7,RID50537
Perirenal space,LP268085-0,RID434
Forefoot,LP268116-3,RID2947
Perirectal region,LP268271-6,RID28680
Spine.lumbar intervertebral disc,LP268290-6,RID28830
Aortic root,LP268291-4,RID482
Tendon or ligament,LP269337-4,RID6067
Tendon or ligament,LP269337-4,RID6071
Foot joint,LP269338-2,RID3003
Sacrum epidural space,LP345108-7,RID50528
Spine.cervical epidural space,LP345109-5,RID20050
Tau protein,LP345111-1,RID50545
Existing nephrostomy tract,LP407513-3,RID50556
At new site,LP407517-4,RID50552
Embolus,LP411245-6,RID4825
Intrathecal,LP416493-7,RID45772
Drainage catheter,LP419078-3,RID5579
Occlusal,LP419746-5,RID50640
Bernageau,LP426674-0,RID50641
Adrenal gland,LP199911-1,RID88
Anus,LP199912-9,RID164
Aorta,LP199913-7,RID480
Aorta.abdominal,LP199914-5,RID905
Aorta.thoracic,LP199915-2,RID879
Aortic arch,LP199916-0,RID581
Appendix,LP199917-8,RID168
Arteries,LP199918-6,RID28585
Biliary ducts,LP199919-4,RID45712
Celiac plexus,LP199920-2,RID49533
Cerebral cisterns,LP199921-0,RID49538
Colon,LP199922-8,RID31011
Coronary arteries,LP199923-6,RID28727
Epididymis,LP199924-4,RID371
Esophagus,LP199925-1,RID95
Gallbladder,LP199926-9,RID187
Heart,LP199927-7,RID1385
Heart.atrium.left,LP199928-5,RID1390
Hepatic artery,LP199929-3,RID38078
Intervertebral disc,LP199930-1,RID7890
Joint,LP199931-9,RID6122
Larynx,LP199932-7,RID7589
Liver,LP199933-5,RID58
Lung,LP199934-3,RID1301
Lung parenchyma,LP199935-0,RID35739
Mediastinum,LP199936-8,RID1384
Pancreas,LP199937-6,RID170
Pituitary,LP199938-4,RID38674
Pleura,LP199939-2,RID1362
Pleural space,LP199940-0,RID1363
Pulmonary veins,LP199941-8,RID28588
Rectum,LP199942-6,RID163
Retroperitoneum,LP199943-4,RID431
RO vessels,LP199944-2,RID49864
Sella turcica,LP199945-9,RID9286
Spleen,LP199947-5,RID86
Urinary bladder,LP199948-3,RID237
Vessels,LP199950-9,RID39545
Bilateral,LP199951-7,RID5771
Left,LP199952-5,RID5824
Right,LP199953-3,RID5825
True,LP199954-1,RID49844
Unspecified,LP199955-8,RID49843
Abdomen,LP199956-6,RID56
Ankle,LP199957-4,RID28545
Bone,LP199958-2,RID13197
Bone marrow,LP199959-0,RID38594
Breast,LP199961-6,RID28749
Chest,LP199962-4,RID1243
Clavicle,LP199963-2,RID1854
Coccyx,LP199964-0,RID2524
Colon,LP199965-7,RID31011
Coronary arteries,LP199966-5,RID28727
Elbow,LP199967-3,RID2010
Esophagus,LP199968-1,RID95
Extremity,LP199969-9,RID13202
Face,LP199970-7,RID13284
Facial bones,LP199971-5,RID28570
Femur,LP199972-3,RID2662
Foot,LP199973-1,RID28829
Forearm,LP199974-9,RID2107
Gallbladder,LP199975-6,RID187
Hand,LP199976-4,RID2318
Head,LP199977-2,RID9080
Hindfoot,LP199978-0,RID2945
Hip,LP199979-8,RID2639
Joint,LP199981-4,RID6122
Joint space,LP199982-2,RID41021
Kidney,LP199983-0,RID205
Knee,LP199984-8,RID2743
Lower extremity,LP199985-5,RID2638
Lower leg,LP199986-3,RID2869
Lymph node,LP199987-1,RID13296
Mandible,LP199988-9,RID9082
Mastoid,LP199989-7,RID35754
Maxilla,LP199990-5,RID9236
Maxillofacial region,LP199991-3,RID35812
Midfoot,LP199992-1,RID2946
Muscle,LP199993-9,RID13196
Nasopharynx,LP199994-7,RID9990
Neck,LP199995-4,RID7488
Parotid gland,LP199997-0,RID28744
Pelvis,LP199998-8,RID2507
Petrous part of temporal bone,LP199999-6,RID9362
Posterior fossa,LP200000-0,RID35735
Prostate,LP200001-8,RID343
Pulmonary artery,LP200002-6,RID974
Pulmonary system,LP200003-4,RID39189
Pulmonary vessels,LP200004-2,RID49865
Renal vessels,LP200005-9,RID49537
Sacroiliac joint,LP200006-7,RID2577
Sacrum,LP200007-5,RID2509
Salivary gland,LP200008-3,RID13421
Scapula,LP200009-1,RID1860
Scrotum,LP200010-9,RID365
Shoulder,LP200011-7,RID1852
Shoulder,LP200011-7,RID39518
Sinus tract,LP200012-5,RID4843
Sinuses,LP200013-3,RID28579
Skull.base,LP200014-1,RID28731
Small bowel,LP200015-8,RID132
Spine,LP200016-6,RID7741
Spine.cervical,LP200017-4,RID34571
Spine.lumbar,LP200018-2,RID34573
Spine.lumbosacral junction,LP200019-0,RID28734
Spine.thoracic,LP200020-8,RID28677
Sternoclavicular joint,LP200021-6,RID1884
Subphrenic space,LP200023-2,RID399
Temporal bone,LP200024-0,RID9361
Testicle,LP200026-5,RID39541
Thoracic outlet,LP200027-3,RID28751
Tissue,LP200029-9,RID13298
Upper arm,LP200030-7,RID1968
Upper extremity,LP200031-5,RID1850
Uterus,LP200033-1,RID302
vessels,LP200035-6,RID39545
Whole Body,LP200036-4,RID39569
Wrist,LP200037-2,RID2177
Ablation,LP200038-0,RID10397
Aspiration,LP200039-8,RID10398
Aspiration.fine needle,LP200040-6,RID12933
Biopsy,LP200041-4,RID38611
Biopsy.core needle,LP200042-2,RID49777
Drainage,LP200044-8,RID10417
Exchange,LP200045-5,RID49621
Injection,LP200046-3,RID28842
Localization,LP200047-1,RID28708
Needle localization,LP200048-9,RID45700
Nerve block,LP200049-7,RID35774
Placement,LP200050-5,RID28707
Radiation treatment,LP200051-3,RID39262
Radiosurgery,LP200052-1,RID49850
Replacement,LP200053-9,RID49857
Stereotactic biopsy,LP200054-7,RID45699
Vertebroplasty,LP200055-4,RID1839
Deep,LP200056-2,RID5835
Percutaneous,LP200057-0,RID11176
Abscess,LP200058-8,RID3711
Cyst,LP200059-6,RID3890
Drainage tube,LP200060-4,RID12939
Nephrostomy tube,LP200061-2,RID49839
Placenta,LP200062-0,RID34557
Radiation therapy fields,LP200063-8,RID39262
Tissue,LP200064-6,RID13298
Tube,LP200065-3,RID5555
Guidance,LP200066-1,RID35732
CT,LP200067-9,RID10321
Angio,LP200068-7,RID10371
Perfusion,LP200070-3,RID10376
IA,LP200071-1,RID11108
IH,LP200072-9,RID11182
Intra salivary duct,LP200073-7,RID49858
Intra sinus tract,LP200074-5,RID49859
IS,LP200075-2,RID11109
Intradisc,LP200076-0,RID11125
IT,LP200077-8,RID45772
IV,LP200078-6,RID11160
PO,LP200079-4,RID11173
PR,LP200080-2,RID11181
Via enteroclysis tube,LP200081-0,RID49868
Air contrast,LP200082-8,RID11590
Anesthesia,LP200083-6,RID11006
Conscious sedation,LP200084-4,RID11015
Contrast,LP200085-1,RID11582
Reduced contrast volume,LP200086-9,RID49851
Xe-133,LP200087-7,RID11868
W,LP200088-5,RID49853
WO,LP200089-3,RID49854
WO & W,LP200090-1,RID49855
3D Image Processing,LP200091-9,RID36017
Anteversion,LP200092-7,RID49860
Calcium score,LP200093-5,RID28808
Fistula,LP200094-3,RID4843
Pelvimetry,LP200095-0,RID35772
Pulmonary embolus,LP200097-6,RID4825
Limited,LP200099-2,RID5684
Deep biopsy,LP200184-2,RID49866
Deep biopsy.needle,LP200185-9,RID49836
Screening,LP200187-5,RID28817
Renal Vessels,LP200333-5,RID49537
Spine facet joint,LP200334-3,RID7901
Circle of Willis,LP200344-2,RID28600
Carotid artery,LP200345-9,RID584
Lower extremity joint,LP200354-1,RID49861
Upper extremity joint,LP200357-4,RID49862
Percutaneous drainage tube,LP200358-2,RID49849
Leg measurement,LP200360-8,RID49867
Airway,LP200368-1,RID1245
Ureter,LP200371-5,RID229
Bladder,LP200372-3,RID237
Femur,LP200377-2,RID2662
3D post processing,LP200383-0,RID36017
Reconstruction,LP200385-5,RID28665
Congenital disease,LP200393-9,RID35738
Densitometry,LP200395-4,RID28706
Temporal bone,LP200401-0,RID9361
Intra bladder,LP200434-1,RID49874
Teeth,LP200436-6,RID49873
Small bowel,LP200442-4,RID132
Superficial biopsy,LP200444-0,RID49871
Superficial biopsy.needle,LP200445-7,RID49872
Scanogram,LP200452-3,RID35773
Kidney,LP200461-4,RID205
Pulmonary arteries,LP200555-3,RID28586
Orbit,LP200557-9,RID28601
MR,LP206549-0,RID10312
Stereotactic localization,LP206577-1,RID35777
Functional,LP206618-3,RID10317
Ferumoxides,LP206619-1,RID11643
Extension,LP206621-7,RID50075
Flexion,LP206622-5,RID50069
Vena cava.inferior,LP206629-0,RID1178
Vena cava.superior,LP206630-8,RID1010
Brachial plexus,LP206634-0,RID7202
Thoracic inlet,LP206635-7,RID1432
Urethra,LP206638-1,RID34890
Toes,LP206645-6,RID28757
Toe,LP206646-4,RID2992
Thyroid gland,LP206648-0,RID7578
Thigh,LP206655-5,RID2660
Superior mesenteric vessels,LP206661-3,RID49939
Subclavian artery,LP206663-9,RID773
Sternum,LP206665-4,RID2473
Salivary gland,LP206681-1,RID13421
Renal vein,LP206688-6,RID1184
Renal artery,LP206689-4,RID936
Pulmonary artery,LP206693-6,RID974
Pulmonary vessels,LP206694-4,RID49865
Posterior fossa,LP206698-5,RID35735
Portal vein,LP206700-9,RID1208
Brain,LP206702-5,RID6434
Parathyroid gland,LP206704-1,RID7587
Ovary,LP206705-8,RID290
Nasal bones,LP206714-0,RID43410
Clip,LP206727-2,RID5607
Metastasis,LP206728-0,RID5231
Internal auditory canal,LP206737-1,RID9392
Finger,LP207059-9,RID2391
Unilateral,LP207061-5,RID38593
Pancreatic duct,LP207065-6,RID176
Spectroscopy,LP207112-6,RID10377
Tumor,LP207120-9,RID3957
Low grade tumor,LP207121-7,RID49946
High grade tumor,LP207122-5,RID49947
New diagnosis tumor,LP207123-3,RID49948
Postoperative,LP207124-1,RID5729
Abdominal vessels,LP207131-6,RID49921
Neck vessels,LP207132-4,RID49931
Head vessels,LP207133-2,RID49926
Pelvis vessels,LP207134-0,RID49933
Shoulder vessels,LP207135-7,RID49934
Upper extremity vessels,LP207136-5,RID49863
Lower extremity vessels,LP207137-3,RID49928
Knee vessels,LP207138-1,RID49927
Wrist vessels,LP207139-9,RID49945
Thigh vessels,LP207140-7,RID49940
Lower leg vessels,LP207141-5,RID49929
Hepatic vein,LP207144-9,RID1179
Neck veins,LP207147-2,RID49930
Ankle vessels,LP207272-8,RID49922
Foot vessels,LP207273-6,RID49924
Forearm vessels,LP207276-9,RID49925
Carotid vessels,LP207279-3,RID49959
Thumb,LP207280-1,RID2392
Tibia,LP207281-9,RID2885
Fibula,LP207282-7,RID2871
Extremity vessels,LP207288-4,RID49923
Orbit vessels,LP207293-4,RID49932
Upper extremity veins,LP207302-3,RID49944
Fetus,LP207308-0,RID5640
Spine.thoracic vessels,LP207321-3,RID49938
Spine.cervical vessels,LP207322-1,RID49936
Spine.lumbar vessels,LP207323-9,RID49937
Spine vessels,LP207324-7,RID49935
Parotid gland,LP207335-3,RID28744
Nerves.cranial,LP207336-1,RID13190
Brain stem,LP207337-9,RID6677
Soft tissue,LP207340-3,RID35730
Tributaries,LP207342-9,RID49943
Motor function,LP207344-5,RID50387
Endovaginal,LP207346-0,RID50105
Endorectal,LP207347-8,RID50104
Spinal veins,LP207353-6,RID1155
Tibioperoneal vessels,LP207355-1,RID49942
Temporomandibular joint,LP207356-9,RID9779
Cine,LP207362-7,RID10928
Dynamic,LP207363-5,RID10385
At rest & maximal sphincter contraction during straining & defecation,LP207364-3,RID48083
Thoracic inlet vessels,LP207366-8,RID49941
Stress,LP207491-4,RID10475
Chest vessels,LP207508-5,RID49962
Brain.temporal,LP207510-1,RID6392
Neck,LP207511-9,RID7488
Adrenal vessels,LP207518-4,RID49958
Acromioclavicular joint,LP207519-2,RID1895
Abdominal veins,LP207522-6,RID49957
Lower extremity veins,LP207523-4,RID49969
Celiac vessels,LP207525-9,RID49960
Veins,LP207526-7,RID28587
Extremity veins,LP207527-5,RID49964
Femoral vessels,LP207528-3,RID49965
Implant,LP207529-1,RID28790
Oropharynx,LP207534-1,RID10003
Pharynx,LP207535-8,RID13211
Nasopharynx,LP207536-6,RID9990
Head veins,LP207542-4,RID49968
Pelvis veins,LP207543-2,RID49971
Chest veins,LP207544-0,RID49961
Head arteries,LP207545-7,RID49967
US,LP207608-3,RID10326
Doppler,LP207609-1,RID10375
transient elastography,LP207610-9,RID10932
Lumbosacral plexus,LP207614-1,RID7456
Saline,LP207658-8,RID49954
IU,LP207659-6,RID11158
Cholecystokinin,LP207662-0,RID39035
Intra duct,LP207665-3,RID11126
At rest,LP207666-1,RID12535
Exercise,LP207667-9,RID10477
Femoral artery,LP207756-0,RID38761
Popliteal artery,LP207757-8,RID962
Extremity arteries,LP207759-4,RID49963
Ovarian vessels,LP207765-1,RID49970
Eye,LP207778-4,RID34550
Hand vessels,LP207779-2,RID49966
Axilla,LP207783-4,RID2470
Iliac vessels,LP207956-6,RID49541
Vein,LP207957-4,RID1008
Extremity vein,LP207958-2,RID49981
Upper extremity vein,LP207959-0,RID49983
Lower extremity vein,LP207960-8,RID49982
Repair,LP207963-2,RID10407
Specimen,LP207964-0,RID38777
Brachiocephalic artery,LP207965-7,RID582
Graft,LP207966-5,RID3751
Pregnancy,LP207970-7,RID4941
Fetal abnormality,LP207978-0,RID39546
In vitro fertilization,LP207984-8,RID49594
Femoral vein,LP207992-1,RID1199
Popliteal vein,LP207993-9,RID1201
Upper extremity artery,LP208012-7,RID49976
Lower extremity artery,LP208013-5,RID49975
Extremity artery,LP208014-3,RID49974
Biopsy.vacuum,LP208019-2,RID38602
Torsion,LP208022-6,RID4813
Volume measurement,LP208025-9,RID49570
Transplanted kidney,LP208026-7,RID39544
Fallopian tubes,LP208029-1,RID43579
First trimester,LP208035-8,RID39336
Second or third trimester,LP208036-6,RID39335
Multiple gestation pregnancy,LP208037-4,RID4941
Soft tissue,LP208038-2,RID35730
Musculoskeletal tissue,LP208046-5,RID13209
Popliteal space,LP208048-1,RID2868
Penis vessels,LP208051-5,RID49825
Penis,LP208052-3,RID362
Tendon,LP208055-6,RID6067
Breast duct,LP208056-4,RID49972
Carpal tunnel,LP208065-5,RID2314
